Customer_id,Terminal DateTime,TranType,Term  Seq.,Response,Issuer,amount_requested,amount_dispensed,fee_requested,fee_charged
3617705962654528737,07/22/21 14:03:16,STL,,Approved,,0,0,0.00,0.00
111195409941140560,10/17/20 23:03:45,W/D,1145.0,EMV,SNE,60,60,3.00,3.00
2183744640601740186,02/19/21 08:12:48,W/D,1950.0,Approved,PUL,140,140,3.00,3.00
7003115162260689319,03/16/21 17:29:03,W/D,2101.0,Approved,PUL,200,200,3.00,3.00
7222018634603700266,04/12/21 14:48:08,W/D,2379.0,EMV,PUL,120,120,3.00,3.00
1524587012989452195,04/19/21 03:40:29,W/D,2453.0,Approved,PUL,20,20,3.00,3.00
8123745495266586146,05/20/21 01:34:22,W/D,2704.0,EMV,EXC,200,200,3.00,3.00
1567112952486542636,05/20/21 01:37:00,INQ,2705.0,Approved,PUL,0,0,0.00,0.00
5722670566505734932,05/20/21 01:52:27,INQ,2706.0,Approved,PUL,0,0,0.00,0.00
5722670566505734932,05/20/21 01:53:33,INQ,2707.0,Approved,PUL,0,0,0.00,0.00
4192974176217531904,09/28/20 13:14:20,W/D,1032.0,EMV,PLS,200,200,3.00,3.00
3281696992701896237,09/29/20 08:07:23,INQ,1033.0,Approved,PLS,,,0.00,0.00
3281696992701896237,09/29/20 08:08:18,W/D,1034.0,DO NOT H,PLS,200,,0.00,0.00
3281696992701896237,09/29/20 08:10:01,W/D,1035.0,DO NOT H,PLS,200,,0.00,0.00
3281696992701896237,09/29/20 08:10:54,W/D,1036.0,UNKNOWN,PLS,180,,0.00,0.00
581755734645814299,02/04/21 05:05:36,W/D,1847.0,Approved,MS0,100,100,3.00,3.00
8022741257523729779,03/06/21 22:44:34,W/D,2023.0,EMV,MS0,20,20,3.00,3.00
8022741257523729779,03/07/21 16:10:39,W/D,2024.0,DO NOT H,MS0,100,,0.00,0.00
4579326406506473293,04/18/21 23:23:41,W/D,2450.0,EMV,PLS,60,60,3.00,3.00
1549346141210991524,04/19/21 02:44:01,W/D,2451.0,NSF,PUL,40,0,0.00,0.00
126970581874606387,06/01/21 08:03:56,W/D,2792.0,Approved,WAE,180,180,3.00,3.00
8360334396356172003,06/30/21 07:34:27,W/D,3061.0,EMV,PLS,40,40,3.00,3.00
901427616726749937,08/26/20 02:23:59,W/D,876.0,Liable,MS0,120,120,3.00,3.00
4533538074638226837,08/26/20 08:39:31,INQ,877.0,PIN RETR,MS0,,,0.00,0.00
6151147783377518261,11/26/20 13:22:47,W/D,1394.0,EMV,CI0,200,200,3.00,3.00
8065590240330260039,01/03/21 05:41:41,W/D,1624.0,EMV,PUL,80,80,3.00,3.00
3782363577224914202,01/03/21 11:13:54,INQ,1625.0,Approved,MS0,,,0.00,0.00
5661006499193222728,03/06/21 09:38:22,W/D,2022.0,EMV,PLS,200,200,3.00,3.00
5950982256716409236,06/18/21 02:14:31,W/D,2940.0,EMV,AFR,100,100,3.00,3.00
3309841820828900521,10/17/20 21:25:04,W/D,1144.0,EMV,PLS,40,40,3.00,3.00
7708780688772653306,11/05/20 14:35:57,W/D,1240.0,EMV,PLS,100,100,3.00,3.00
3041864323038578142,04/05/21 18:40:31,W/D,2290.0,EMV,PLS,200,200,3.00,3.00
6752798469313544976,06/29/21 16:27:39,W/D,3057.0,EMV,PUL,20,20,3.00,3.00
7374644668529022449,06/29/21 20:57:06,W/D,3058.0,NSF,MS0,20,0,0.00,0.00
7374644668529022449,06/29/21 20:57:54,INQ,3059.0,Approved,MS0,0,0,0.00,0.00
7374644668529022449,06/29/21 20:58:28,INQ,3060.0,Approved,MS0,0,0,0.00,0.00
1079720515450814901,11/16/20 14:24:23,W/D,1326.0,Approved,SNE,200,200,3.00,3.00
6338287493228069881,01/13/21 06:55:51,W/D,1697.0,EMV,SNE,180,180,3.00,3.00
1151613909553500769,01/13/21 13:36:23,INQ,1698.0,Approved,SNE,,,0.00,0.00
8230213125278806409,04/18/21 22:30:06,W/D,2449.0,Approved,CI0,200,200,3.00,3.00
5024090642288317852,06/09/21 18:58:29,W/D,2864.0,Approved,PLS,40,40,3.00,3.00
1192438352815489335,06/29/21 13:09:47,W/D,3054.0,EMV,PUL,20,20,3.00,3.00
7847341689962515858,06/29/21 13:50:08,INQ,3055.0,INCORREC,PUL,0,0,0.00,0.00
7847341689962515858,06/29/21 13:51:26,W/D,3056.0,NSF,PUL,40,0,0.00,0.00
4380468458668362960,09/09/20 08:45:19,W/D,939.0,Approved,PLS,60,60,3.00,3.00
838626543130318130,10/17/20 12:26:37,W/D,1142.0,EMV,PLS,60,60,3.00,3.00
812740385977853916,10/17/20 14:20:45,INQ,1143.0,Approved,MS0,,,0.00,0.00
6384551715238220887,03/20/21 05:00:33,W/D,2137.0,EMV,CI0,80,80,3.00,3.00
3739054828288455233,03/30/21 14:45:21,W/D,2229.0,EMV,PUL,40,40,3.00,3.00
3286485570088730280,06/29/21 07:16:32,W/D,3045.0,EMV,PLS,40,40,3.00,3.00
9000437538915743635,06/29/21 07:27:56,W/D,3048.0,DO NOT H,VNT,200,0,0.00,0.00
9000437538915743635,06/29/21 09:04:07,W/D,3051.0,DO NOT H,VNT,200,0,0.00,0.00
9000437538915743635,06/29/21 09:05:36,W/D,3052.0,DO NOT H,VNT,200,0,0.00,0.00
9000437538915743635,06/29/21 09:06:23,W/D,3053.0,DO NOT H,VNT,200,0,0.00,0.00
1513281023416590679,08/07/20 08:31:20,W/D,811.0,Liable,MS0,160,160,3.00,3.00
2094170923122715994,08/07/20 09:09:30,INQ,812.0,Approved,COE,,,0.00,0.00
1530512927162793801,01/02/21 13:13:18,W/D,1621.0,Approved,WAE,40,40,3.00,3.00
8120477730784561281,01/02/21 23:12:08,W/D,1622.0,NSF,MS0,200,,0.00,0.00
8065590240330260039,01/03/21 05:40:27,W/D,1623.0,NSF,PUL,100,,0.00,0.00
8084481511091754086,02/04/21 04:14:11,W/D,1846.0,Approved,MS0,160,160,3.00,3.00
4293108493869776023,04/12/21 10:38:17,W/D,2375.0,EMV,VNT,60,60,3.00,3.00
4293108493869776023,04/12/21 11:48:58,INQ,2376.0,Approved,VNT,0,0,0.00,0.00
4293108493869776023,04/12/21 11:49:35,W/D,2377.0,DO NOT H,VNT,40,0,0.00,0.00
4293108493869776023,04/12/21 11:50:05,INQ,2378.0,Approved,VNT,0,0,0.00,0.00
2396166585892494866,05/04/21 05:27:31,W/D,2575.0,Approved,EXC,200,200,3.00,3.00
3653252062529824872,06/09/21 13:21:44,W/D,2863.0,EMV,NYC,200,200,3.00,3.00
6385056137317728325,01/25/21 18:30:29,W/D,1766.0,Approved,MS0,200,200,3.00,3.00
6385056137317728325,01/25/21 21:42:49,INQ,1767.0,Approved,MS0,,,0.00,0.00
4577857306904707355,02/18/21 23:28:14,W/D,1945.0,EMV,PLS,60,60,3.00,3.00
2183744640601740186,02/19/21 08:05:46,INQ,1946.0,Approved,PUL,,,0.00,0.00
2183744640601740186,02/19/21 08:08:45,INQ,1947.0,Approved,PUL,,,0.00,0.00
2183744640601740186,02/19/21 08:10:51,W/D,1948.0,NSF,PUL,180,,0.00,0.00
2183744640601740186,02/19/21 08:11:41,W/D,1949.0,NSF,PUL,160,,0.00,0.00
261720196173094598,03/30/21 12:28:05,W/D,2226.0,EMV,PUL,100,100,3.00,3.00
3739054828288455233,03/30/21 14:43:37,W/D,2227.0,NSF,PUL,60,,0.00,0.00
3739054828288455233,03/30/21 14:44:41,W/D,2228.0,SUSPECTE,PUL,40,,0.00,0.00
8099074365655043839,06/18/21 02:11:14,W/D,2939.0,EMV,CI0,120,120,3.00,3.00
3127251312372004081,06/29/21 05:27:17,W/D,3043.0,Approved,PUL,200,200,3.00,3.00
4356458381578913691,07/09/21 08:36:02,W/D,3167.0,EMV,PLS,120,120,3.00,3.00
901427616726749937,08/26/20 02:14:06,W/D,875.0,Liable,MS0,200,200,3.00,3.00
2513386031222800809,09/08/20 23:46:41,W/D,938.0,Liable,NYC,60,60,3.00,3.00
737562024305266167,10/17/20 10:03:53,W/D,1140.0,Approved,WAE,200,200,3.00,3.00
838626543130318130,10/17/20 12:22:38,W/D,1141.0,NSF,PLS,40,,0.00,0.00
7513026392521652242,11/05/20 12:44:42,W/D,1239.0,Approved,WAE,100,100,3.00,3.00
4046660026840697421,01/02/21 12:27:56,W/D,1620.0,EMV,EXC,200,200,3.00,3.00
8485294738444938534,08/03/21 12:13:52,W/D,3393.0,EMV,MS0,200,200,3.00,3.00
315665911968831636,07/09/20 20:23:09,W/D,627.0,Approved,PUL,200,200,3.00,3.00
3468432462317786033,07/09/20 20:28:49,INQ,628.0,Approved,MS0,,,0.00,0.00
3468432462317786033,07/09/20 22:00:08,INQ,629.0,Approved,MS0,,,0.00,0.00
3468432462317786033,07/09/20 23:00:49,INQ,630.0,Approved,MS0,,,0.00,0.00
8050676693326043228,07/29/20 17:14:28,W/D,726.0,Liable,PLS,20,20,3.00,3.00
8845275194565130112,10/29/20 23:52:16,W/D,1207.0,Approved,PUL,40,40,3.00,3.00
3551761104820572719,12/06/20 12:23:17,W/D,1470.0,EMV,CI0,100,100,3.00,3.00
945384404010707044,12/18/20 11:25:12,W/D,1544.0,Approved,PUL,100,100,3.00,3.00
3602970545956646767,03/20/21 01:12:59,W/D,2136.0,EMV,PLS,80,80,3.00,3.00
4293108493869776023,04/12/21 10:37:27,W/D,2374.0,EMV,VNT,200,200,3.00,3.00
798098420534476961,07/29/20 16:48:18,W/D,725.0,Approved,PUL,120,120,3.00,3.00
6590962976374303605,02/18/21 16:53:46,W/D,1944.0,Approved,AFR,60,60,3.00,3.00
7003115162260689319,03/16/21 17:27:59,W/D,2100.0,Approved,PUL,200,200,3.00,3.00
3198048075106216964,05/19/21 21:18:54,W/D,2703.0,EMV,PLS,20,20,3.00,3.00
1261681707745940989,06/01/21 04:36:45,W/D,2791.0,EMV,MS0,200,200,3.00,3.00
3334179286476126284,09/08/20 03:42:55,W/D,937.0,Liable,STR,100,100,3.00,3.00
4192974176217531904,09/28/20 13:13:18,W/D,1031.0,EMV,PLS,200,200,3.00,3.00
4257327019643331675,10/29/20 21:35:49,W/D,1206.0,EMV,PLS,100,100,3.00,3.00
3476874961973860158,05/19/21 14:52:41,W/D,2701.0,EMV,EXC,60,60,3.00,3.00
887705026522929453,05/19/21 17:19:38,W/D,2702.0,NSF,PUL,200,0,0.00,0.00
838626543130318130,11/26/20 07:06:48,W/D,1390.0,EMV,PLS,60,60,3.00,3.00
1359943021151333238,11/26/20 11:41:03,INQ,1391.0,NOT PERM,STR,,,0.00,0.00
1359943021151333238,11/26/20 11:41:54,INQ,1392.0,Approved,STR,,,0.00,0.00
7912935217968680351,11/26/20 11:42:22,INQ,1393.0,STOLEN C,STR,,,0.00,0.00
8100308057364958586,03/04/21 20:06:44,W/D,2019.0,EMV,MS0,200,200,3.00,3.00
6882147910516716023,03/05/21 11:35:30,W/D,2020.0,UNKNOWN,STR,200,,0.00,0.00
5661006499193222728,03/06/21 09:37:06,INQ,2021.0,Approved,PLS,,,0.00,0.00
4592880766075120679,03/29/21 15:49:35,W/D,2224.0,EMV,PUL,200,200,3.00,3.00
8409744075993462597,03/30/21 11:27:18,INQ,2225.0,Approved,SNE,,,0.00,0.00
1920987510691156828,11/05/20 01:05:42,W/D,1238.0,EMV,STR,200,200,3.00,3.00
1891175730100532516,01/13/21 06:34:42,W/D,1696.0,EMV,PLS,200,200,3.00,3.00
8969041162521799730,02/18/21 10:23:46,W/D,1942.0,EMV,EXC,20,20,3.00,3.00
5972608379040950543,02/18/21 13:11:52,INQ,1943.0,Approved,PUL,,,0.00,0.00
7003115162260689319,03/20/21 00:18:40,W/D,2134.0,Approved,PUL,200,200,3.00,3.00
3602970545956646767,03/20/21 01:11:43,INQ,2135.0,Approved,PLS,,,0.00,0.00
3041864323038578142,04/05/21 18:39:37,W/D,2289.0,EMV,PLS,200,200,3.00,3.00
7706010453630772287,06/17/21 23:12:12,W/D,2938.0,EMV,PLS,40,40,3.00,3.00
8191395176889637243,07/09/21 03:02:07,W/D,3163.0,EMV,PUL,60,60,3.00,3.00
4856485144390391538,07/09/21 07:32:38,INQ,3164.0,Approved,PLS,0,0,0.00,0.00
4356458381578913691,07/09/21 08:34:58,INQ,3166.0,Approved,PLS,0,0,0.00,0.00
266959144381456145,08/06/20 15:07:46,W/D,809.0,Liable,PLS,100,100,3.00,3.00
1513281023416590679,08/07/20 08:22:02,INQ,810.0,Approved,MS0,,,0.00,0.00
1079720515450814901,11/16/20 14:23:38,W/D,1325.0,Approved,SNE,200,200,3.00,3.00
1840979882855907973,12/06/20 10:00:31,W/D,1469.0,EMV,PLS,200,200,3.00,3.00
7178469277163133922,12/17/20 23:49:30,W/D,1542.0,Approved,PUL,20,20,3.00,3.00
945384404010707044,12/18/20 11:24:12,W/D,1543.0,NSF,PUL,140,,0.00,0.00
8084481511091754086,02/04/21 04:13:14,W/D,1845.0,Approved,MS0,200,200,3.00,3.00
3925819875448113495,02/18/21 06:07:26,W/D,1940.0,Approved,PLS,80,80,3.00,3.00
8969041162521799730,02/18/21 10:22:07,INQ,1941.0,Approved,EXC,,,0.00,0.00
8230213125278806409,04/18/21 22:26:24,W/D,2448.0,Approved,CI0,100,100,3.00,3.00
8202113621348022455,05/19/21 10:02:49,W/D,2698.0,Approved,MS0,40,40,3.00,3.00
707467677768887083,05/19/21 13:34:24,INQ,2699.0,INCORREC,SNE,0,0,0.00,0.00
707467677768887083,05/19/21 13:35:17,INQ,2700.0,INCORREC,SNE,0,0,0.00,0.00
6210672226341191894,11/25/20 03:08:59,W/D,1387.0,EMV,PLS,40,40,3.00,3.00
7969761445566189131,11/25/20 11:44:01,INQ,1388.0,Approved,PLS,,,0.00,0.00
7969761445566189131,11/25/20 11:44:45,INQ,1389.0,Approved,PLS,,,0.00,0.00
8134964530313524239,12/17/20 20:45:32,W/D,1538.0,EMV,MS0,20,20,3.00,3.00
6804816624153168838,12/17/20 22:26:58,W/D,1539.0,NSF,MS0,100,,0.00,0.00
6804816624153168838,12/17/20 22:27:46,INQ,1540.0,Approved,MS0,,,0.00,0.00
6804816624153168838,12/17/20 22:28:31,W/D,1541.0,NSF,MS0,100,,0.00,0.00
7706010453630772287,06/17/21 20:12:43,W/D,2936.0,EMV,PLS,100,100,3.00,3.00
5160764800030931563,07/29/20 03:57:24,W/D,719.0,Approved,MS0,100,100,3.00,3.00
3168474537521027407,07/29/20 11:09:05,W/D,720.0,NSF,VNT,60,,0.00,0.00
3168474537521027407,07/29/20 11:09:52,INQ,721.0,Approved,VNT,,,0.00,0.00
3168474537521027407,07/29/20 11:11:24,W/D,722.0,NSF,VNT,40,,0.00,0.00
3168474537521027407,07/29/20 11:37:43,INQ,723.0,Approved,VNT,,,0.00,0.00
3168474537521027407,07/29/20 11:38:22,W/D,724.0,NSF,VNT,40,,0.00,0.00
7856642051491131699,09/07/20 05:48:01,W/D,936.0,Liable,MS0,60,60,3.00,3.00
6291010468666977778,10/29/20 01:56:09,W/D,1201.0,EMV,PLS,200,200,3.00,3.00
1024144443385327747,10/29/20 06:11:48,INQ,1202.0,Approved,STR,,,0.00,0.00
8253016930552629500,10/29/20 13:24:07,W/D,1203.0,NSF,PLS,80,,0.00,0.00
8253016930552629500,10/29/20 13:25:03,W/D,1204.0,NSF,PLS,60,,0.00,0.00
8253016930552629500,10/29/20 13:28:50,INQ,1205.0,Approved,PLS,,,0.00,0.00
945384404010707044,12/17/20 20:25:00,W/D,1537.0,Approved,PUL,200,200,3.00,3.00
2396166585892494866,05/04/21 05:26:45,W/D,2574.0,Approved,EXC,200,200,3.00,3.00
8228046756758674286,05/19/21 02:13:46,W/D,2696.0,EMV,AFD,100,100,3.00,3.00
7410618749080797741,05/19/21 10:01:32,INQ,2697.0,Approved,WAE,0,0,0.00,0.00
4968065508133194789,06/09/21 04:41:55,W/D,2862.0,Approved,PLS,180,180,3.00,3.00
8191395176889637243,07/09/21 03:00:38,W/D,3162.0,EMV,PUL,200,200,3.00,3.00
7473260063324308147,11/25/20 02:50:34,W/D,1386.0,EMV,CI0,200,200,3.00,3.00
1131719608309112247,01/24/21 21:38:37,W/D,1765.0,Approved,MS0,100,100,3.00,3.00
3127251312372004081,06/29/21 05:24:25,W/D,3041.0,Approved,PUL,200,200,3.00,3.00
3127251312372004081,06/29/21 05:26:17,INQ,3042.0,Approved,PUL,0,0,0.00,0.00
6755096439198998646,08/24/20 12:32:30,W/D,873.0,Liable,STR,40,40,3.00,3.00
901427616726749937,08/26/20 02:13:14,INQ,874.0,Approved,MS0,,,0.00,0.00
1277509781005215475,10/16/20 18:19:06,W/D,1138.0,Approved,PUL,20,20,3.00,3.00
7588346560792886610,10/17/20 08:16:57,INQ,1139.0,Approved,PLS,,,0.00,0.00
7003115162260689319,01/02/21 11:32:19,W/D,1615.0,Approved,PUL,100,100,3.00,3.00
4046660026840697421,01/02/21 11:54:39,INQ,1616.0,Approved,EXC,,,0.00,0.00
4046660026840697421,01/02/21 12:09:31,INQ,1617.0,Approved,EXC,,,0.00,0.00
4046660026840697421,01/02/21 12:11:00,INQ,1618.0,Approved,EXC,,,0.00,0.00
4046660026840697421,01/02/21 12:27:03,INQ,1619.0,Approved,EXC,,,0.00,0.00
6590962976374303605,02/17/21 21:16:55,W/D,1939.0,Approved,AFR,40,40,3.00,3.00
1657773216459857470,08/03/21 04:09:13,W/D,3391.0,Approved,PUL,200,200,3.00,3.00
8485294738444938534,08/03/21 12:12:51,INQ,3392.0,Approved,MS0,0,0,0.00,0.00
2977733093634109028,07/09/20 03:57:30,W/D,625.0,Liable,NYC,100,100,3.00,3.00
3468432462317786033,07/09/20 19:48:50,INQ,626.0,Approved,MS0,,,0.00,0.00
5160764800030931563,08/06/20 15:07:01,W/D,808.0,Approved,MS0,200,200,3.00,3.00
3916876210055484823,09/06/20 20:40:53,W/D,933.0,Liable,PLS,200,200,3.00,3.00
4296957507390243877,09/07/20 01:36:47,INQ,934.0,Approved,MS0,,,0.00,0.00
4296957507390243877,09/07/20 01:37:40,W/D,935.0,NSF,NYC,20,,0.00,0.00
2041360255540117569,10/16/20 18:09:10,W/D,1137.0,EMV,MS0,160,160,3.00,3.00
4293108493869776023,04/12/21 10:36:36,W/D,2373.0,EMV,VNT,200,200,3.00,3.00
4475965889230349512,04/18/21 21:24:43,W/D,2446.0,EMV,SNE,200,200,3.00,3.00
4475965889230349512,04/18/21 21:26:10,W/D,2447.0,EXC WD L,SNE,200,0,0.00,0.00
6755096439198998646,08/24/20 06:15:06,W/D,872.0,Liable,STR,20,20,3.00,3.00
8084481511091754086,02/17/21 05:26:49,W/D,1935.0,Approved,MS0,160,160,3.00,3.00
3777070279630368573,02/17/21 10:54:29,INQ,1936.0,Approved,PUL,,,0.00,0.00
6590962976374303605,02/17/21 21:14:49,INQ,1937.0,INCORREC,AFR,,,0.00,0.00
6590962976374303605,02/17/21 21:15:50,INQ,1938.0,Approved,AFR,,,0.00,0.00
8892072960567252970,03/16/21 15:41:02,W/D,2099.0,EMV,SHZ,180,180,3.00,3.00
875893057560591395,06/01/21 02:20:40,W/D,2790.0,EMV,PLS,100,100,3.00,3.00
3187606172919100028,06/17/21 20:07:31,W/D,2935.0,EMV,MS0,60,60,3.00,3.00
5160764800030931563,07/28/20 14:03:09,W/D,716.0,Approved,MS0,80,80,3.00,3.00
6687693124205639582,07/29/20 02:53:35,INQ,717.0,NOT PERM,STR,,,0.00,0.00
6687693124205639582,07/29/20 02:57:30,INQ,718.0,NOT PERM,STR,,,0.00,0.00
506874960140468940,08/23/20 23:11:26,W/D,870.0,Liable,CI0,20,20,3.00,3.00
6755096439198998646,08/24/20 02:23:07,W/D,871.0,INCORREC,STR,80,,0.00,0.00
266959144381456145,09/27/20 20:48:17,W/D,1030.0,EMV,PLS,100,100,3.00,3.00
5518076482439120099,05/18/21 20:47:25,W/D,2695.0,EMV,PLS,60,60,3.00,3.00
6755096439198998646,08/23/20 18:28:46,W/D,866.0,Liable,STR,100,100,3.00,3.00
3785621248775807909,08/23/20 22:13:14,INQ,867.0,INCORREC,PUL,,,0.00,0.00
3785621248775807909,08/23/20 22:14:05,W/D,868.0,INCORREC,PUL,20,,0.00,0.00
3785621248775807909,08/23/20 22:14:52,INQ,869.0,INCORREC,PUL,,,0.00,0.00
3149110247633041832,01/24/21 16:57:30,W/D,1764.0,Fallback,PUL,200,200,3.00,3.00
2440099332166877353,03/04/21 18:41:43,W/D,2017.0,EMV,PUL,100,100,3.00,3.00
8100308057364958586,03/04/21 20:06:07,INQ,2018.0,Approved,MS0,,,0.00,0.00
4592880766075120679,03/29/21 15:48:37,W/D,2223.0,EMV,PUL,200,200,3.00,3.00
6278063495248231215,11/04/20 13:50:25,W/D,1237.0,Approved,PLS,200,200,3.00,3.00
7003115162260689319,01/02/21 00:34:50,W/D,1613.0,Approved,PUL,100,100,3.00,3.00
7003115162260689319,01/02/21 11:31:30,INQ,1614.0,Approved,PUL,,,0.00,0.00
1436022832453677282,01/13/21 00:07:04,W/D,1694.0,EMV,MS0,60,60,3.00,3.00
1891175730100532516,01/13/21 06:33:42,INQ,1695.0,Approved,PLS,,,0.00,0.00
7003115162260689319,03/20/21 00:17:28,W/D,2133.0,Approved,PUL,200,200,3.00,3.00
822128494505389609,04/05/21 13:09:00,W/D,2288.0,EMV,PUL,80,80,3.00,3.00
2170087134616019330,06/17/21 15:06:58,W/D,2934.0,Approved,PUL,80,80,3.00,3.00
7670188943862160210,07/09/20 01:24:46,W/D,624.0,Liable,PLS,100,100,3.00,3.00
6441017856851929274,11/16/20 13:19:02,W/D,1324.0,Approved,PLS,40,40,3.00,3.00
1840979882855907973,12/06/20 09:59:45,W/D,1468.0,EMV,PLS,200,200,3.00,3.00
1512123176097065292,02/04/21 02:23:23,W/D,1844.0,Approved,PLS,60,60,3.00,3.00
9204607301166558431,05/18/21 19:50:22,W/D,2694.0,EMV,PUL,200,200,3.00,3.00
5160764800030931563,07/27/20 22:16:14,W/D,715.0,Approved,MS0,100,100,3.00,3.00
3578218896265254081,06/01/21 02:05:46,W/D,2789.0,EMV,VNT,120,120,3.00,3.00
1680750904988756742,06/09/21 03:52:52,W/D,2860.0,EMV,PUL,100,100,3.00,3.00
4968065508133194789,06/09/21 04:41:15,W/D,2861.0,NSF,PLS,200,0,0.00,0.00
2468444727558089887,09/27/20 19:42:29,W/D,1029.0,EMV,MS0,200,200,3.00,3.00
4257327019643331675,10/28/20 01:49:38,W/D,1200.0,EMV,PLS,60,60,3.00,3.00
5039472452946960684,11/16/20 12:27:05,W/D,1322.0,Approved,PLS,200,200,3.00,3.00
6441017856851929274,11/16/20 13:18:23,INQ,1323.0,Approved,PLS,,,0.00,0.00
8134964530313524239,12/17/20 14:38:36,W/D,1535.0,EMV,MS0,60,60,3.00,3.00
3198048075106216964,12/17/20 20:23:45,W/D,1536.0,NSF,PLS,40,,0.00,0.00
1436022832453677282,01/13/21 00:06:12,W/D,1693.0,EMV,MS0,200,200,3.00,3.00
4941883353317274658,05/04/21 05:25:19,W/D,2572.0,Approved,MS0,120,120,3.00,3.00
2396166585892494866,05/04/21 05:26:05,INQ,2573.0,Approved,CI0,0,0,0.00,0.00
7375451857790569313,07/09/21 01:43:51,W/D,3160.0,EMV,MS0,20,20,3.00,3.00
8191395176889637243,07/09/21 02:58:42,W/D,3161.0,INCORREC,PUL,200,0,0.00,0.00
756314172749219034,08/23/20 17:48:01,W/D,864.0,Liable,PLS,80,80,3.00,3.00
6755096439198998646,08/23/20 18:27:22,INQ,865.0,Approved,STR,,,0.00,0.00
8002445007942088384,10/16/20 17:43:16,W/D,1132.0,EMV,PUL,160,160,3.00,3.00
6190033140588744314,10/16/20 18:01:28,W/D,1133.0,NSF,PUL,200,,0.00,0.00
6190033140588744314,10/16/20 18:02:07,INQ,1134.0,Approved,PUL,,,0.00,0.00
6190033140588744314,10/16/20 18:02:44,INQ,1135.0,Approved,PUL,,,0.00,0.00
2041360255540117569,10/16/20 18:08:05,W/D,1136.0,DO NOT H,MS0,200,,0.00,0.00
5192840608297194168,11/24/20 19:50:26,W/D,1383.0,Approved,PUL,100,100,3.00,3.00
1683272089033210435,11/25/20 02:10:55,INQ,1384.0,UNKNOWN,PUL,,,0.00,0.00
